8.90472E-4,2.8323670382,0.0054
8.90472E-4,2.8903717579,0.0054
8.90472E-4,2.9483764776,0.0054
8.90472E-4,3.0063811973,0.0054
8.90472E-4,3.064385917,0.0054
8.90472E-4,3.1223906367,0.0054
8.90472E-4,3.1803953564,0.0054
8.90472E-4,3.2384000762,0.0055
8.90472E-4,3.2964047959,0.0055
8.90472E-4,3.3544095156,0.0055
8.90472E-4,3.4124142353,0.0055
8.90472E-4,3.470418955,0.0055
8.90472E-4,3.5284236747,0.0055
8.90472E-4,3.5864283944,0.0056
8.90472E-4,3.6444331141,0.0056
8.90472E-4,3.7024378338,0.0056
8.90472E-4,3.7604425536,0.0057
8.90472E-4,3.8184472733,0.0057
8.90472E-4,3.876451993,0.0057
8.90472E-4,3.9344567127,0.0058
8.90472E-4,3.9924614324,0.0058
8.90472E-4,4.0504661521,0.0059
8.90472E-4,4.1084708718,0.0059
8.90472E-4,4.1664755915,0.006
8.90472E-4,4.2244803112,0.0061
8.90472E-4,4.282485031,0.0061
8.90472E-4,4.3404897507,0.0062
8.90472E-4,4.3984944704,0.0063
8.90472E-4,4.4564991901,0.0064
8.90472E-4,4.5145039098,0.0065
8.90472E-4,4.5725086295,0.0067
8.90472E-4,4.6305133492,0.0068
8.90472E-4,4.6885180689,0.0069
8.90472E-4,4.7465227886,0.0071
8.90472E-4,4.8045275084,0.0073
8.90472E-4,4.8625322281,0.0075
8.90472E-4,4.9205369478,0.0077
8.90472E-4,4.9785416675,0.0079
8.90472E-4,5.0365463872,0.0082
8.90472E-4,5.0945511069,0.0084
8.90472E-4,5.1525558266,0.0087
8.90472E-4,5.2105605463,0.009
8.90472E-4,5.268565266,0.0094
8.90472E-4,5.3265699857,0.0097
8.90472E-4,5.3845747055,0.0101
8.90472E-4,5.4425794252,0.0105
8.90472E-4,5.5005841449,0.011
8.90472E-4,5.5585888646,0.0115
8.90472E-4,5.6165935843,0.012
8.90472E-4,5.674598304,0.0126
8.90472E-4,5.7326030237,0.0132
8.90472E-4,5.7906077434,0.0139
8.90472E-4,5.8486124631,0.0146
8.90472E-4,5.9066171829,0.0154
8.90472E-4,5.9646219026,0.0162
8.90472E-4,6.0226266223,0.0171
8.90472E-4,6.080631342,0.018
8.90472E-4,6.1386360617,0.019
8.90472E-4,6.1966407814,0.0201
8.90472E-4,6.2546455011,0.0213
8.90472E-4,6.3126502208,0.0225
8.90472E-4,6.3706549405,0.0238
8.90472E-4,6.4286596603,0.0252
8.90472E-4,6.48666438,0.0266
8.90472E-4,6.5446690997,0.0282
8.90472E-4,6.6026738194,0.0298
8.90472E-4,6.6606785391,0.0316
8.90472E-4,6.7186832588,0.0334
8.90472E-4,6.7766879785,0.0354
8.90472E-4,6.8346926982,0.0375
8.90472E-4,6.8926974179,0.0397
8.90472E-4,6.9507021376,0.042
8.90472E-4,7.0087068574,0.0444
8.90472E-4,7.0667115771,0.047
8.90472E-4,7.1247162968,0.0497
8.90472E-4,7.1827210165,0.0525
8.90472E-4,7.2407257362,0.0555
8.90472E-4,7.2987304559,0.0586
8.90472E-4,7.3567351756,0.0619
8.90472E-4,7.4147398953,0.0654
8.90472E-4,7.472744615,0.069
8.90472E-4,7.5307493348,0.0727
8.90472E-4,7.5887540545,0.0766
8.90472E-4,7.6467587742,0.0807
8.90472E-4,7.7047634939,0.085
8.90472E-4,7.7627682136,0.0894
8.90472E-4,7.8207729333,0.094
8.90472E-4,7.878777653,0.0988
8.90472E-4,7.9367823727,0.1038
8.90472E-4,7.9947870924,0.1089
8.90472E-4,8.0527918122,0.1142
8.90472E-4,8.1107965319,0.1197
8.90472E-4,8.1688012516,0.1255
8.90472E-4,8.2268059713,0.1313
8.90472E-4,8.284810691,0.1374
8.90472E-4,8.3428154107,0.1437
8.90472E-4,8.4008201304,0.1501
8.90472E-4,8.4588248501,0.1567
8.90472E-4,8.5168295698,0.1635
8.90472E-4,8.5748342895,0.1705
8.90472E-4,8.6328390093,0.1776
8.90472E-4,8.690843729,0.1849
8.90472E-4,8.7488484487,0.1924
8.90472E-4,8.8068531684,0.2
8.90472E-4,8.8648578881,0.2078
8.90472E-4,8.9228626078,0.2157
8.90472E-4,8.9808673275,0.2238
8.90472E-4,9.0388720472,0.232
8.90472E-4,9.0968767669,0.2403
8.90472E-4,9.1548814867,0.2487
8.90472E-4,9.2128862064,0.2572
8.90472E-4,9.2708909261,0.2658
8.90472E-4,9.3288956458,0.2745
8.90472E-4,9.3869003655,0.2833
8.90472E-4,9.4449050852,0.2921
8.90472E-4,9.5029098049,0.301
8.90472E-4,9.5609145246,0.3099
8.90472E-4,9.6189192443,0.3189
8.90472E-4,9.6769239641,0.3278
8.90472E-4,9.7349286838,0.3367
8.90472E-4,9.7929334035,0.3457
8.90472E-4,9.8509381232,0.3545
8.90472E-4,9.9089428429,0.3634
8.90472E-4,9.9669475626,0.3721
